CURSAT ver 2.1              Date:         03-02-2020      Hour:       13:05:34
Input file:   seedbank.txt
Accumulation pseudoreplicates' file:      accum_seedbank_boot.txt
Dataset pseudoreplicates' file:           pseud_seedbank_boot.txt
Number of columns (sampling events):       121 
Number of rows (species, OTUs, ojects,...):              34 
Number of repetitions:       100 
Seed number:  12348695

Bootstrap (resampling with replacement)

Bootstrap replicate	Sampling event	Accumulation per n. of events	
 51 	 53 	 32 	
 51 	 54 	 32 	
 51 	 55 	 32 	
 51 	 56 	 32 	
 51 	 57 	 32 	
 51 	 58 	 32 	
 51 	 59 	 32 	
 51 	 60 	 32 	
 51 	 61 	 32 	
 51 	 62 	 32 	
 51 	 63 	 32 	
 51 	 64 	 32 	
 51 	 65 	 32 	
 51 	 66 	 32 	
 51 	 67 	 32 	
 51 	 68 	 32 	
 51 	 69 	 32 	
 51 	 70 	 32 	
 51 	 71 	 32 	
 51 	 72 	 32 	
 51 	 73 	 32 	
 51 	 74 	 32 	
 51 	 75 	 32 	
 51 	 76 	 32 	
 51 	 77 	 32 	
 51 	 78 	 32 	
 51 	 79 	 32 	
 51 	 80 	 32 	
 51 	 81 	 32 	
 51 	 82 	 32 	
 51 	 83 	 32 	
 51 	 84 	 32 	
 51 	 85 	 32 	
 51 	 86 	 32 	
 51 	 87 	 32 	
 51 	 88 	 32 	
 51 	 89 	 32 	
 51 	 90 	 32 	
 51 	 91 	 33 	
 51 	 92 	 33 	
 51 	 93 	 33 	
 51 	 94 	 33 	
 51 	 95 	 33 	
 51 	 96 	 33 	
 51 	 97 	 33 	
 51 	 98 	 33 	
 51 	 99 	 33 	
 51 	 100 	 33 	
 51 	 101 	 33 	
 51 	 102 	 33 	
 51 	 103 	 33 	
 51 	 104 	 33 	
 51 	 105 	 33 	
 51 	 106 	 33 	
 51 	 107 	 33 	
 51 	 108 	 33 	
 51 	 109 	 33 	
 51 	 110 	 33 	
 51 	 111 	 33 	
 51 	 112 	 33 	
 51 	 113 	 33 	
 51 	 114 	 33 	
 51 	 115 	 33 	
 51 	 116 	 33 	
 51 	 117 	 33 	
 51 	 118 	 33 	
 51 	 119 	 33 	
 51 	 120 	 33 	
 51 	 121 	 33 	
 52 	 1 	 4 	
 52 	 2 	 7 	
 52 	 3 	 8 	
 52 	 4 	 8 	
 52 	 5 	 11 	
 52 	 6 	 12 	
 52 	 7 	 13 	
 52 	 8 	 14 	
 52 	 9 	 15 	
 52 	 10 	 16 	
 52 	 11 	 17 	
 52 	 12 	 18 	
 52 	 13 	 19 	
 52 	 14 	 20 	
 52 	 15 	 20 	
 52 	 16 	 22 	
 52 	 17 	 23 	
 52 	 18 	 23 	
 52 	 19 	 23 	
 52 	 20 	 23 	
 52 	 21 	 23 	
 52 	 22 	 23 	
 52 	 23 	 23 	
 52 	 24 	 23 	
 52 	 25 	 23 	
 52 	 26 	 23 	
 52 	 27 	 23 	
 52 	 28 	 23 	
 52 	 29 	 23 	
 52 	 30 	 24 	
 52 	 31 	 24 	
 52 	 32 	 24 	
 52 	 33 	 24 	
 52 	 34 	 26 	
 52 	 35 	 26 	
 52 	 36 	 26 	
 52 	 37 	 26 	
 52 	 38 	 26 	
 52 	 39 	 26 	
 52 	 40 	 26 	
 52 	 41 	 26 	
 52 	 42 	 26 	
 52 	 43 	 26 	
 52 	 44 	 29 	
 52 	 45 	 30 	
 52 	 46 	 30 	
 52 	 47 	 30 	
 52 	 48 	 31 	
 52 	 49 	 31 	
 52 	 50 	 31 	
 52 	 51 	 32 	
 52 	 52 	 32 	
 52 	 53 	 32 	
 52 	 54 	 32 	
 52 	 55 	 32 	
 52 	 56 	 32 	
 52 	 57 	 32 	
 52 	 58 	 32 	
 52 	 59 	 32 	
 52 	 60 	 32 	
 52 	 61 	 32 	
 52 	 62 	 32 	
 52 	 63 	 32 	
 52 	 64 	 32 	
 52 	 65 	 32 	
 52 	 66 	 32 	
 52 	 67 	 32 	
 52 	 68 	 32 	
 52 	 69 	 32 	
 52 	 70 	 32 	
 52 	 71 	 32 	
 52 	 72 	 32 	
 52 	 73 	 32 	
 52 	 74 	 32 	
 52 	 75 	 32 	
 52 	 76 	 32 	
 52 	 77 	 32 	
 52 	 78 	 33 	
 52 	 79 	 33 	
 52 	 80 	 33 	
 52 	 81 	 33 	
 52 	 82 	 33 	
 52 	 83 	 33 	
 52 	 84 	 33 	
 52 	 85 	 33 	
 52 	 86 	 33 	
 52 	 87 	 33 	
 52 	 88 	 33 	
 52 	 89 	 33 	
 52 	 90 	 33 	
 52 	 91 	 33 	
 52 	 92 	 33 	
 52 	 93 	 33 	
 52 	 94 	 33 	
 52 	 95 	 33 	
 52 	 96 	 33 	
 52 	 97 	 33 	
 52 	 98 	 33 	
 52 	 99 	 33 	
 52 	 100 	 33 	
 52 	 101 	 33 	
 52 	 102 	 33 	
 52 	 103 	 33 	
 52 	 104 	 33 	
 52 	 105 	 33 	
 52 	 106 	 33 	
 52 	 107 	 33 	
 52 	 108 	 33 	
 52 	 109 	 33 	
 52 	 110 	 33 	
 52 	 111 	 33 	
 52 	 112 	 33 	
 52 	 113 	 33 	
 52 	 114 	 33 	
 52 	 115 	 33 	
 52 	 116 	 33 	
 52 	 117 	 33 	
 52 	 118 	 33 	
 52 	 119 	 33 	
 52 	 120 	 33 	
 52 	 121 	 33 	
 53 	 1 	 6 	
 53 	 2 	 7 	
 53 	 3 	 8 	
 53 	 4 	 10 	
 53 	 5 	 11 	
 53 	 6 	 12 	
 53 	 7 	 12 	
 53 	 8 	 12 	
 53 	 9 	 12 	
 53 	 10 	 13 	
 53 	 11 	 13 	
 53 	 12 	 15 	
 53 	 13 	 15 	
 53 	 14 	 18 	
 53 	 15 	 21 	
 53 	 16 	 21 	
 53 	 17 	 21 	
 53 	 18 	 21 	
 53 	 19 	 21 	
 53 	 20 	 21 	
 53 	 21 	 21 	
 53 	 22 	 21 	
 53 	 23 	 21 	
 53 	 24 	 21 	
 53 	 25 	 21 	
 53 	 26 	 21 	
 53 	 27 	 22 	
 53 	 28 	 22 	
 53 	 29 	 22 	
 53 	 30 	 22 	
 53 	 31 	 24 	
 53 	 32 	 24 	
 53 	 33 	 24 	
 53 	 34 	 24 	
 53 	 35 	 25 	
 53 	 36 	 25 	
 53 	 37 	 26 	
 53 	 38 	 26 	
 53 	 39 	 26 	
 53 	 40 	 26 	
 53 	 41 	 26 	
 53 	 42 	 27 	
 53 	 43 	 27 	
 53 	 44 	 28 	
 53 	 45 	 28 	
 53 	 46 	 29 	
 53 	 47 	 29 	
 53 	 48 	 29 	
 53 	 49 	 30 	
 53 	 50 	 30 	
 53 	 51 	 30 	
 53 	 52 	 30 	
 53 	 53 	 30 	
 53 	 54 	 30 	
 53 	 55 	 30 	
 53 	 56 	 30 	
 53 	 57 	 30 	
 53 	 58 	 30 	
 53 	 59 	 30 	
 53 	 60 	 30 	
 53 	 61 	 30 	
 53 	 62 	 30 	
 53 	 63 	 30 	
 53 	 64 	 30 	
 53 	 65 	 31 	
 53 	 66 	 32 	
 53 	 67 	 32 	
 53 	 68 	 32 	
 53 	 69 	 32 	
 53 	 70 	 32 	
 53 	 71 	 32 	
 53 	 72 	 32 	
 53 	 73 	 32 	
 53 	 74 	 32 	
 53 	 75 	 32 	
 53 	 76 	 32 	
 53 	 77 	 32 	
 53 	 78 	 32 	
 53 	 79 	 32 	
 53 	 80 	 32 	
 53 	 81 	 32 	
 53 	 82 	 32 	
 53 	 83 	 32 	
 53 	 84 	 32 	
 53 	 85 	 32 	
 53 	 86 	 32 	
 53 	 87 	 32 	
 53 	 88 	 32 	
 53 	 89 	 32 	
 53 	 90 	 32 	
 53 	 91 	 32 	
 53 	 92 	 32 	
 53 	 93 	 32 	
 53 	 94 	 32 	
 53 	 95 	 32 	
 53 	 96 	 32 	
 53 	 97 	 32 	
 53 	 98 	 32 	
 53 	 99 	 32 	
 53 	 100 	 32 	
 53 	 101 	 32 	
 53 	 102 	 32 	
 53 	 103 	 32 	
 53 	 104 	 32 	
 53 	 105 	 33 	
 53 	 106 	 33 	
 53 	 107 	 33 	
 53 	 108 	 33 	
 53 	 109 	 33 	
 53 	 110 	 33 	
 53 	 111 	 33 	
 53 	 112 	 33 	
 53 	 113 	 33 	
 53 	 114 	 33 	
 53 	 115 	 33 	
 53 	 116 	 33 	
 53 	 117 	 33 	
 53 	 118 	 33 	
 53 	 119 	 33 	
 53 	 120 	 33 	
 53 	 121 	 33 	
 54 	 1 	 4 	
 54 	 2 	 8 	
 54 	 3 	 10 	
 54 	 4 	 12 	
 54 	 5 	 12 	
 54 	 6 	 13 	
 54 	 7 	 17 	
 54 	 8 	 17 	
 54 	 9 	 18 	
 54 	 10 	 18 	
 54 	 11 	 18 	
 54 	 12 	 19 	
 54 	 13 	 20 	
 54 	 14 	 20 	
 54 	 15 	 20 	
 54 	 16 	 21 	
 54 	 17 	 21 	
 54 	 18 	 21 	
 54 	 19 	 21 	
 54 	 20 	 21 	
 54 	 21 	 21 	
 54 	 22 	 21 	
 54 	 23 	 21 	
 54 	 24 	 22 	
 54 	 25 	 22 	
 54 	 26 	 22 	
 54 	 27 	 22 	
 54 	 28 	 22 	
 54 	 29 	 22 	
 54 	 30 	 24 	
 54 	 31 	 25 	
 54 	 32 	 25 	
 54 	 33 	 25 	
 54 	 34 	 25 	
 54 	 35 	 25 	
 54 	 36 	 25 	
 54 	 37 	 25 	
 54 	 38 	 25 	
 54 	 39 	 25 	
 54 	 40 	 25 	
 54 	 41 	 25 	
 54 	 42 	 25 	
 54 	 43 	 25 	
 54 	 44 	 26 	
 54 	 45 	 26 	
 54 	 46 	 26 	
 54 	 47 	 26 	
 54 	 48 	 28 	
 54 	 49 	 28 	
 54 	 50 	 28 	
 54 	 51 	 28 	
 54 	 52 	 28 	
 54 	 53 	 28 	
 54 	 54 	 28 	
 54 	 55 	 28 	
 54 	 56 	 28 	
 54 	 57 	 28 	
 54 	 58 	 31 	
 54 	 59 	 31 	
 54 	 60 	 31 	
 54 	 61 	 31 	
 54 	 62 	 31 	
 54 	 63 	 31 	
 54 	 64 	 31 	
 54 	 65 	 32 	
 54 	 66 	 32 	
 54 	 67 	 32 	
 54 	 68 	 32 	
 54 	 69 	 32 	
 54 	 70 	 32 	
 54 	 71 	 32 	
 54 	 72 	 32 	
 54 	 73 	 32 	
 54 	 74 	 32 	
 54 	 75 	 32 	
 54 	 76 	 32 	
 54 	 77 	 32 	
 54 	 78 	 32 	
 54 	 79 	 32 	
 54 	 80 	 32 	
 54 	 81 	 32 	
 54 	 82 	 32 	
 54 	 83 	 32 	
 54 	 84 	 32 	
 54 	 85 	 32 	
 54 	 86 	 32 	
 54 	 87 	 32 	
 54 	 88 	 32 	
 54 	 89 	 32 	
 54 	 90 	 32 	
 54 	 91 	 32 	
 54 	 92 	 33 	
 54 	 93 	 33 	
 54 	 94 	 33 	
 54 	 95 	 33 	
 54 	 96 	 33 	
 54 	 97 	 33 	
 54 	 98 	 33 	
 54 	 99 	 33 	
 54 	 100 	 33 	
 54 	 101 	 33 	
 54 	 102 	 33 	
 54 	 103 	 33 	
 54 	 104 	 33 	
 54 	 105 	 33 	
 54 	 106 	 33 	
 54 	 107 	 33 	
 54 	 108 	 33 	
 54 	 109 	 33 	
 54 	 110 	 33 	
 54 	 111 	 33 	
 54 	 112 	 33 	
 54 	 113 	 33 	
 54 	 114 	 33 	
 54 	 115 	 33 	
 54 	 116 	 33 	
 54 	 117 	 33 	
 54 	 118 	 33 	
 54 	 119 	 33 	
 54 	 120 	 33 	
 54 	 121 	 33 	
 55 	 1 	 5 	
 55 	 2 	 9 	
 55 	 3 	 11 	
 55 	 4 	 13 	
 55 	 5 	 13 	
 55 	 6 	 13 	
 55 	 7 	 17 	
 55 	 8 	 18 	
 55 	 9 	 18 	
 55 	 10 	 18 	
 55 	 11 	 18 	
 55 	 12 	 18 	
 55 	 13 	 18 	
 55 	 14 	 18 	
 55 	 15 	 18 	
 55 	 16 	 18 	
 55 	 17 	 18 	
 55 	 18 	 19 	
 55 	 19 	 20 	
 55 	 20 	 20 	
 55 	 21 	 20 	
 55 	 22 	 20 	
 55 	 23 	 20 	
 55 	 24 	 20 	
 55 	 25 	 20 	
 55 	 26 	 21 	
 55 	 27 	 21 	
 55 	 28 	 23 	
 55 	 29 	 25 	
 55 	 30 	 25 	
 55 	 31 	 25 	
 55 	 32 	 25 	
 55 	 33 	 25 	
 55 	 34 	 25 	
 55 	 35 	 25 	
 55 	 36 	 25 	
 55 	 37 	 25 	
 55 	 38 	 25 	
 55 	 39 	 25 	
 55 	 40 	 25 	
 55 	 41 	 26 	
 55 	 42 	 26 	
 55 	 43 	 26 	
 55 	 44 	 26 	
 55 	 45 	 27 	
 55 	 46 	 27 	
 55 	 47 	 27 	
 55 	 48 	 27 	
 55 	 49 	 28 	
 55 	 50 	 28 	
 55 	 51 	 28 	
 55 	 52 	 28 	
 55 	 53 	 28 	
 55 	 54 	 28 	
 55 	 55 	 28 	
 55 	 56 	 28 	
 55 	 57 	 28 	
 55 	 58 	 29 	
 55 	 59 	 29 	
 55 	 60 	 30 	
 55 	 61 	 30 	
 55 	 62 	 30 	
 55 	 63 	 31 	
 55 	 64 	 31 	
 55 	 65 	 31 	
 55 	 66 	 31 	
 55 	 67 	 31 	
 55 	 68 	 31 	
 55 	 69 	 31 	
 55 	 70 	 31 	
 55 	 71 	 31 	
 55 	 72 	 31 	
 55 	 73 	 31 	
 55 	 74 	 31 	
 55 	 75 	 31 	
 55 	 76 	 31 	
 55 	 77 	 31 	
 55 	 78 	 31 	
 55 	 79 	 32 	
 55 	 80 	 32 	
 55 	 81 	 32 	
 55 	 82 	 32 	
 55 	 83 	 32 	
 55 	 84 	 32 	
 55 	 85 	 32 	
 55 	 86 	 32 	
 55 	 87 	 32 	
 55 	 88 	 32 	
 55 	 89 	 32 	
 55 	 90 	 32 	
 55 	 91 	 32 	
 55 	 92 	 32 	
 55 	 93 	 32 	
 55 	 94 	 32 	
 55 	 95 	 32 	
 55 	 96 	 32 	
 55 	 97 	 32 	
 55 	 98 	 32 	
 55 	 99 	 32 	
 55 	 100 	 32 	
 55 	 101 	 32 	
 55 	 102 	 32 	
 55 	 103 	 32 	
 55 	 104 	 32 	
 55 	 105 	 32 	
 55 	 106 	 32 	
 55 	 107 	 32 	
 55 	 108 	 32 	
 55 	 109 	 32 	
 55 	 110 	 32 	
 55 	 111 	 32 	
 55 	 112 	 32 	
 55 	 113 	 32 	
 55 	 114 	 32 	
 55 	 115 	 32 	
 55 	 116 	 32 	
 55 	 117 	 32 	
 55 	 118 	 32 	
 55 	 119 	 33 	
 55 	 120 	 33 	
 55 	 121 	 33 	
 56 	 1 	 4 	
 56 	 2 	 8 	
 56 	 3 	 12 	
 56 	 4 	 13 	
 56 	 5 	 14 	
 56 	 6 	 14 	
 56 	 7 	 15 	
 56 	 8 	 15 	
 56 	 9 	 16 	
 56 	 10 	 16 	
 56 	 11 	 17 	
 56 	 12 	 17 	
 56 	 13 	 17 	
 56 	 14 	 17 	
 56 	 15 	 17 	
 56 	 16 	 19 	
 56 	 17 	 19 	
 56 	 18 	 19 	
 56 	 19 	 19 	
 56 	 20 	 19 	
 56 	 21 	 21 	
 56 	 22 	 21 	
 56 	 23 	 21 	
 56 	 24 	 21 	
 56 	 25 	 21 	
 56 	 26 	 22 	
 56 	 27 	 23 	
 56 	 28 	 23 	
 56 	 29 	 23 	
 56 	 30 	 23 	
 56 	 31 	 23 	
 56 	 32 	 23 	
 56 	 33 	 23 	
 56 	 34 	 23 	
 56 	 35 	 23 	
 56 	 36 	 23 	
 56 	 37 	 23 	
 56 	 38 	 24 	
 56 	 39 	 24 	
 56 	 40 	 24 	
 56 	 41 	 24 	
 56 	 42 	 24 	
 56 	 43 	 24 	
 56 	 44 	 25 	
 56 	 45 	 25 	
 56 	 46 	 25 	
 56 	 47 	 25 	
 56 	 48 	 25 	
 56 	 49 	 25 	
 56 	 50 	 25 	
 56 	 51 	 25 	
 56 	 52 	 25 	
 56 	 53 	 25 	
 56 	 54 	 25 	
 56 	 55 	 25 	
 56 	 56 	 25 	
 56 	 57 	 25 	
 56 	 58 	 26 	
 56 	 59 	 26 	
 56 	 60 	 26 	
 56 	 61 	 26 	
 56 	 62 	 28 	
 56 	 63 	 28 	
 56 	 64 	 28 	
 56 	 65 	 28 	
 56 	 66 	 28 	
 56 	 67 	 28 	
 56 	 68 	 28 	
 56 	 69 	 28 	
 56 	 70 	 28 	
 56 	 71 	 28 	
 56 	 72 	 31 	
 56 	 73 	 31 	
 56 	 74 	 31 	
 56 	 75 	 31 	
 56 	 76 	 31 	
 56 	 77 	 31 	
 56 	 78 	 31 	
 56 	 79 	 32 	
 56 	 80 	 32 	
 56 	 81 	 32 	
 56 	 82 	 32 	
 56 	 83 	 32 	
 56 	 84 	 32 	
 56 	 85 	 32 	
 56 	 86 	 32 	
 56 	 87 	 32 	
 56 	 88 	 32 	
 56 	 89 	 32 	
 56 	 90 	 32 	
 56 	 91 	 32 	
 56 	 92 	 32 	
 56 	 93 	 32 	
 56 	 94 	 32 	
 56 	 95 	 32 	
 56 	 96 	 32 	
 56 	 97 	 32 	
 56 	 98 	 32 	
 56 	 99 	 32 	
 56 	 100 	 32 	
 56 	 101 	 32 	
 56 	 102 	 32 	
 56 	 103 	 32 	
 56 	 104 	 32 	
 56 	 105 	 32 	
 56 	 106 	 33 	
 56 	 107 	 33 	
 56 	 108 	 33 	
 56 	 109 	 33 	
 56 	 110 	 33 	
 56 	 111 	 33 	
 56 	 112 	 33 	
 56 	 113 	 33 	
 56 	 114 	 33 	
 56 	 115 	 33 	
 56 	 116 	 33 	
 56 	 117 	 33 	
 56 	 118 	 33 	
 56 	 119 	 33 	
 56 	 120 	 33 	
 56 	 121 	 33 	
 57 	 1 	 6 	
 57 	 2 	 6 	
 57 	 3 	 8 	
 57 	 4 	 9 	
 57 	 5 	 14 	
 57 	 6 	 16 	
 57 	 7 	 17 	
 57 	 8 	 18 	
 57 	 9 	 19 	
 57 	 10 	 19 	
 57 	 11 	 19 	
 57 	 12 	 21 	
 57 	 13 	 21 	
 57 	 14 	 21 	
 57 	 15 	 23 	
 57 	 16 	 24 	
 57 	 17 	 25 	
 57 	 18 	 25 	
 57 	 19 	 25 	
 57 	 20 	 25 	
 57 	 21 	 26 	
 57 	 22 	 26 	
 57 	 23 	 26 	
 57 	 24 	 26 	
 57 	 25 	 26 	
 57 	 26 	 26 	
 57 	 27 	 26 	
 57 	 28 	 26 	
 57 	 29 	 26 	
 57 	 30 	 26 	
 57 	 31 	 26 	
 57 	 32 	 27 	
 57 	 33 	 27 	
 57 	 34 	 27 	
 57 	 35 	 27 	
 57 	 36 	 27 	
 57 	 37 	 27 	
 57 	 38 	 27 	
 57 	 39 	 27 	
 57 	 40 	 28 	
 57 	 41 	 28 	
 57 	 42 	 28 	
 57 	 43 	 28 	
 57 	 44 	 28 	
 57 	 45 	 28 	
 57 	 46 	 28 	
 57 	 47 	 28 	
 57 	 48 	 28 	
 57 	 49 	 28 	
 57 	 50 	 28 	
 57 	 51 	 28 	
 57 	 52 	 28 	
 57 	 53 	 28 	
 57 	 54 	 28 	
 57 	 55 	 28 	
 57 	 56 	 28 	
 57 	 57 	 28 	
 57 	 58 	 28 	
 57 	 59 	 29 	
 57 	 60 	 29 	
 57 	 61 	 29 	
 57 	 62 	 29 	
 57 	 63 	 29 	
 57 	 64 	 29 	
 57 	 65 	 29 	
 57 	 66 	 29 	
 57 	 67 	 29 	
 57 	 68 	 29 	
 57 	 69 	 29 	
 57 	 70 	 29 	
 57 	 71 	 29 	
 57 	 72 	 30 	
 57 	 73 	 30 	
 57 	 74 	 31 	
 57 	 75 	 31 	
 57 	 76 	 31 	
 57 	 77 	 32 	
 57 	 78 	 32 	
 57 	 79 	 32 	
 57 	 80 	 32 	
 57 	 81 	 32 	
 57 	 82 	 32 	
 57 	 83 	 32 	
 57 	 84 	 32 	
 57 	 85 	 32 	
 57 	 86 	 32 	
 57 	 87 	 32 	
 57 	 88 	 32 	
 57 	 89 	 32 	
 57 	 90 	 32 	
 57 	 91 	 32 	
 57 	 92 	 32 	
 57 	 93 	 33 	
 57 	 94 	 33 	
 57 	 95 	 33 	
 57 	 96 	 33 	
 57 	 97 	 33 	
 57 	 98 	 33 	
 57 	 99 	 33 	
 57 	 100 	 33 	
 57 	 101 	 33 	
 57 	 102 	 33 	
 57 	 103 	 33 	
 57 	 104 	 33 	
 57 	 105 	 33 	
 57 	 106 	 33 	
 57 	 107 	 33 	
 57 	 108 	 33 	
 57 	 109 	 33 	
 57 	 110 	 33 	
 57 	 111 	 33 	
 57 	 112 	 33 	
 57 	 113 	 33 	
 57 	 114 	 33 	
 57 	 115 	 33 	
 57 	 116 	 33 	
 57 	 117 	 33 	
 57 	 118 	 33 	
 57 	 119 	 33 	
 57 	 120 	 33 	
 57 	 121 	 33 	
 58 	 1 	 3 	
 58 	 2 	 5 	
 58 	 3 	 9 	
 58 	 4 	 11 	
 58 	 5 	 13 	
 58 	 6 	 15 	
 58 	 7 	 17 	
 58 	 8 	 18 	
 58 	 9 	 18 	
 58 	 10 	 20 	
 58 	 11 	 20 	
 58 	 12 	 21 	
 58 	 13 	 21 	
 58 	 14 	 22 	
 58 	 15 	 23 	
 58 	 16 	 24 	
 58 	 17 	 25 	
 58 	 18 	 26 	
 58 	 19 	 26 	
 58 	 20 	 26 	
 58 	 21 	 26 	
 58 	 22 	 26 	
 58 	 23 	 26 	
 58 	 24 	 26 	
 58 	 25 	 26 	
 58 	 26 	 26 	
 58 	 27 	 26 	
 58 	 28 	 26 	
 58 	 29 	 26 	
 58 	 30 	 28 	
 58 	 31 	 28 	
 58 	 32 	 28 	
 58 	 33 	 28 	
 58 	 34 	 28 	
 58 	 35 	 30 	
 58 	 36 	 30 	
 58 	 37 	 30 	
 58 	 38 	 30 	
 58 	 39 	 30 	
 58 	 40 	 30 	
 58 	 41 	 30 	
 58 	 42 	 30 	
 58 	 43 	 30 	
 58 	 44 	 30 	
 58 	 45 	 30 	
 58 	 46 	 30 	
 58 	 47 	 30 	
 58 	 48 	 30 	
 58 	 49 	 30 	
 58 	 50 	 30 	
 58 	 51 	 30 	
 58 	 52 	 31 	
 58 	 53 	 31 	
 58 	 54 	 31 	
 58 	 55 	 31 	
 58 	 56 	 31 	
 58 	 57 	 31 	
 58 	 58 	 31 	
 58 	 59 	 31 	
 58 	 60 	 31 	
 58 	 61 	 31 	
 58 	 62 	 31 	
 58 	 63 	 31 	
 58 	 64 	 31 	
 58 	 65 	 31 	
 58 	 66 	 31 	
 58 	 67 	 31 	
 58 	 68 	 31 	
 58 	 69 	 31 	
 58 	 70 	 31 	
 58 	 71 	 31 	
 58 	 72 	 31 	
 58 	 73 	 31 	
 58 	 74 	 31 	
 58 	 75 	 31 	
 58 	 76 	 33 	
 58 	 77 	 33 	
 58 	 78 	 33 	
 58 	 79 	 33 	
 58 	 80 	 33 	
 58 	 81 	 33 	
 58 	 82 	 33 	
 58 	 83 	 33 	
 58 	 84 	 33 	
 58 	 85 	 33 	
 58 	 86 	 34 	
 58 	 87 	 34 	
 58 	 88 	 34 	
 58 	 89 	 34 	
 58 	 90 	 34 	
 58 	 91 	 34 	
 58 	 92 	 34 	
 58 	 93 	 34 	
 58 	 94 	 34 	
 58 	 95 	 34 	
 58 	 96 	 34 	
 58 	 97 	 34 	
 58 	 98 	 34 	
 58 	 99 	 34 	
 58 	 100 	 34 	
 58 	 101 	 34 	
 58 	 102 	 34 	
 58 	 103 	 34 	
 58 	 104 	 34 	
 58 	 105 	 34 	
 58 	 106 	 34 	
 58 	 107 	 34 	
 58 	 108 	 34 	
 58 	 109 	 34 	
 58 	 110 	 34 	
 58 	 111 	 34 	
 58 	 112 	 34 	
 58 	 113 	 34 	
 58 	 114 	 34 	
 58 	 115 	 34 	
 58 	 116 	 34 	
 58 	 117 	 34 	
 58 	 118 	 34 	
 58 	 119 	 34 	
 58 	 120 	 34 	
 58 	 121 	 34 	
 59 	 1 	 5 	
 59 	 2 	 7 	
 59 	 3 	 10 	
 59 	 4 	 14 	
 59 	 5 	 17 	
 59 	 6 	 17 	
 59 	 7 	 18 	
 59 	 8 	 19 	
 59 	 9 	 20 	
 59 	 10 	 21 	
 59 	 11 	 21 	
 59 	 12 	 21 	
 59 	 13 	 21 	
 59 	 14 	 21 	
 59 	 15 	 22 	
 59 	 16 	 22 	
 59 	 17 	 22 	
 59 	 18 	 22 	
 59 	 19 	 24 	
 59 	 20 	 24 	
 59 	 21 	 24 	
 59 	 22 	 24 	
 59 	 23 	 25 	
 59 	 24 	 25 	
 59 	 25 	 25 	
 59 	 26 	 25 	
 59 	 27 	 25 	
 59 	 28 	 25 	
 59 	 29 	 27 	
 59 	 30 	 28 	
 59 	 31 	 28 	
 59 	 32 	 28 	
 59 	 33 	 28 	
 59 	 34 	 28 	
 59 	 35 	 28 	
 59 	 36 	 28 	
 59 	 37 	 28 	
 59 	 38 	 28 	
 59 	 39 	 28 	
 59 	 40 	 28 	
 59 	 41 	 28 	
 59 	 42 	 28 	
 59 	 43 	 28 	
 59 	 44 	 28 	
 59 	 45 	 28 	
 59 	 46 	 28 	
 59 	 47 	 28 	
 59 	 48 	 28 	
 59 	 49 	 28 	
 59 	 50 	 28 	
 59 	 51 	 28 	
 59 	 52 	 28 	
 59 	 53 	 28 	
 59 	 54 	 28 	
 59 	 55 	 28 	
 59 	 56 	 28 	
 59 	 57 	 28 	
 59 	 58 	 28 	
 59 	 59 	 28 	
 59 	 60 	 28 	
 59 	 61 	 28 	
 59 	 62 	 28 	
 59 	 63 	 28 	
 59 	 64 	 28 	
 59 	 65 	 28 	
 59 	 66 	 28 	
 59 	 67 	 28 	
 59 	 68 	 28 	
 59 	 69 	 28 	
 59 	 70 	 28 	
 59 	 71 	 28 	
 59 	 72 	 28 	
 59 	 73 	 29 	
 59 	 74 	 29 	
 59 	 75 	 29 	
 59 	 76 	 29 	
 59 	 77 	 29 	
 59 	 78 	 29 	
 59 	 79 	 29 	
 59 	 80 	 29 	
 59 	 81 	 29 	
 59 	 82 	 29 	
 59 	 83 	 29 	
 59 	 84 	 29 	
 59 	 85 	 29 	
 59 	 86 	 30 	
 59 	 87 	 30 	
 59 	 88 	 31 	
 59 	 89 	 31 	
 59 	 90 	 31 	
 59 	 91 	 32 	
 59 	 92 	 32 	
 59 	 93 	 32 	
 59 	 94 	 32 	
 59 	 95 	 32 	
 59 	 96 	 32 	
 59 	 97 	 32 	
 59 	 98 	 32 	
 59 	 99 	 32 	
 59 	 100 	 32 	
 59 	 101 	 32 	
 59 	 102 	 32 	
 59 	 103 	 32 	
 59 	 104 	 32 	
 59 	 105 	 32 	
 59 	 106 	 32 	
 59 	 107 	 33 	
 59 	 108 	 33 	
 59 	 109 	 33 	
 59 	 110 	 33 	
 59 	 111 	 33 	
 59 	 112 	 33 	
 59 	 113 	 33 	
 59 	 114 	 33 	
 59 	 115 	 33 	
 59 	 116 	 33 	
 59 	 117 	 33 	
 59 	 118 	 33 	
 59 	 119 	 33 	
 59 	 120 	 33 	
 59 	 121 	 33 	
 60 	 1 	 6 	
 60 	 2 	 6 	
 60 	 3 	 7 	
 60 	 4 	 9 	
 60 	 5 	 9 	
 60 	 6 	 10 	
 60 	 7 	 10 	
 60 	 8 	 10 	
 60 	 9 	 10 	
 60 	 10 	 11 	
 60 	 11 	 11 	
 60 	 12 	 11 	
 60 	 13 	 12 	
 60 	 14 	 13 	
 60 	 15 	 14 	
 60 	 16 	 14 	
 60 	 17 	 17 	
 60 	 18 	 17 	
 60 	 19 	 18 	
 60 	 20 	 18 	
 60 	 21 	 19 	
 60 	 22 	 20 	
 60 	 23 	 20 	
