CURSAT ver 2.1              Date:         02-28-2020      Hour:       17:33:12
Input file:   seedbank.txt
Accumulation pseudoreplicates' file:      accum_seedbank_shuf.txt
Dataset pseudoreplicates' file:           pseud_seedbank_shuf.txt
Number of columns (sampling events):       121 
Number of rows (species, OTUs, ojects,...):              34 
Number of repetitions:       100 
Seed number:  12348695

Resampling without replacement

Replicate	Sampling event	Accumulation per n. of events	
 52 	 21 	 27 	
 52 	 22 	 27 	
 52 	 23 	 28 	
 52 	 24 	 28 	
 52 	 25 	 28 	
 52 	 26 	 28 	
 52 	 27 	 28 	
 52 	 28 	 28 	
 52 	 29 	 28 	
 52 	 30 	 29 	
 52 	 31 	 29 	
 52 	 32 	 29 	
 52 	 33 	 29 	
 52 	 34 	 29 	
 52 	 35 	 29 	
 52 	 36 	 29 	
 52 	 37 	 29 	
 52 	 38 	 29 	
 52 	 39 	 29 	
 52 	 40 	 30 	
 52 	 41 	 30 	
 52 	 42 	 30 	
 52 	 43 	 30 	
 52 	 44 	 30 	
 52 	 45 	 30 	
 52 	 46 	 30 	
 52 	 47 	 30 	
 52 	 48 	 30 	
 52 	 49 	 30 	
 52 	 50 	 30 	
 52 	 51 	 30 	
 52 	 52 	 30 	
 52 	 53 	 31 	
 52 	 54 	 31 	
 52 	 55 	 31 	
 52 	 56 	 31 	
 52 	 57 	 31 	
 52 	 58 	 31 	
 52 	 59 	 31 	
 52 	 60 	 31 	
 52 	 61 	 31 	
 52 	 62 	 31 	
 52 	 63 	 31 	
 52 	 64 	 31 	
 52 	 65 	 31 	
 52 	 66 	 31 	
 52 	 67 	 32 	
 52 	 68 	 32 	
 52 	 69 	 32 	
 52 	 70 	 32 	
 52 	 71 	 32 	
 52 	 72 	 32 	
 52 	 73 	 33 	
 52 	 74 	 33 	
 52 	 75 	 33 	
 52 	 76 	 33 	
 52 	 77 	 33 	
 52 	 78 	 33 	
 52 	 79 	 33 	
 52 	 80 	 33 	
 52 	 81 	 33 	
 52 	 82 	 33 	
 52 	 83 	 33 	
 52 	 84 	 33 	
 52 	 85 	 33 	
 52 	 86 	 33 	
 52 	 87 	 33 	
 52 	 88 	 33 	
 52 	 89 	 33 	
 52 	 90 	 33 	
 52 	 91 	 33 	
 52 	 92 	 33 	
 52 	 93 	 33 	
 52 	 94 	 33 	
 52 	 95 	 34 	
 52 	 96 	 34 	
 52 	 97 	 34 	
 52 	 98 	 34 	
 52 	 99 	 34 	
 52 	 100 	 34 	
 52 	 101 	 34 	
 52 	 102 	 34 	
 52 	 103 	 34 	
 52 	 104 	 34 	
 52 	 105 	 34 	
 52 	 106 	 34 	
 52 	 107 	 34 	
 52 	 108 	 34 	
 52 	 109 	 34 	
 52 	 110 	 34 	
 52 	 111 	 34 	
 52 	 112 	 34 	
 52 	 113 	 34 	
 52 	 114 	 34 	
 52 	 115 	 34 	
 52 	 116 	 34 	
 52 	 117 	 34 	
 52 	 118 	 34 	
 52 	 119 	 34 	
 52 	 120 	 34 	
 52 	 121 	 34 	
 53 	 1 	 5 	
 53 	 2 	 7 	
 53 	 3 	 7 	
 53 	 4 	 8 	
 53 	 5 	 10 	
 53 	 6 	 12 	
 53 	 7 	 13 	
 53 	 8 	 13 	
 53 	 9 	 14 	
 53 	 10 	 15 	
 53 	 11 	 16 	
 53 	 12 	 16 	
 53 	 13 	 16 	
 53 	 14 	 16 	
 53 	 15 	 16 	
 53 	 16 	 16 	
 53 	 17 	 16 	
 53 	 18 	 18 	
 53 	 19 	 18 	
 53 	 20 	 20 	
 53 	 21 	 22 	
 53 	 22 	 22 	
 53 	 23 	 22 	
 53 	 24 	 22 	
 53 	 25 	 22 	
 53 	 26 	 22 	
 53 	 27 	 22 	
 53 	 28 	 22 	
 53 	 29 	 22 	
 53 	 30 	 22 	
 53 	 31 	 22 	
 53 	 32 	 23 	
 53 	 33 	 23 	
 53 	 34 	 23 	
 53 	 35 	 23 	
 53 	 36 	 23 	
 53 	 37 	 23 	
 53 	 38 	 23 	
 53 	 39 	 24 	
 53 	 40 	 25 	
 53 	 41 	 26 	
 53 	 42 	 27 	
 53 	 43 	 27 	
 53 	 44 	 27 	
 53 	 45 	 28 	
 53 	 46 	 28 	
 53 	 47 	 28 	
 53 	 48 	 29 	
 53 	 49 	 29 	
 53 	 50 	 29 	
 53 	 51 	 29 	
 53 	 52 	 29 	
 53 	 53 	 29 	
 53 	 54 	 29 	
 53 	 55 	 30 	
 53 	 56 	 30 	
 53 	 57 	 30 	
 53 	 58 	 30 	
 53 	 59 	 30 	
 53 	 60 	 30 	
 53 	 61 	 31 	
 53 	 62 	 32 	
 53 	 63 	 32 	
 53 	 64 	 32 	
 53 	 65 	 32 	
 53 	 66 	 32 	
 53 	 67 	 32 	
 53 	 68 	 32 	
 53 	 69 	 32 	
 53 	 70 	 32 	
 53 	 71 	 32 	
 53 	 72 	 32 	
 53 	 73 	 32 	
 53 	 74 	 32 	
 53 	 75 	 32 	
 53 	 76 	 32 	
 53 	 77 	 33 	
 53 	 78 	 33 	
 53 	 79 	 33 	
 53 	 80 	 33 	
 53 	 81 	 33 	
 53 	 82 	 33 	
 53 	 83 	 33 	
 53 	 84 	 33 	
 53 	 85 	 33 	
 53 	 86 	 33 	
 53 	 87 	 33 	
 53 	 88 	 33 	
 53 	 89 	 33 	
 53 	 90 	 33 	
 53 	 91 	 33 	
 53 	 92 	 33 	
 53 	 93 	 33 	
 53 	 94 	 33 	
 53 	 95 	 33 	
 53 	 96 	 33 	
 53 	 97 	 33 	
 53 	 98 	 33 	
 53 	 99 	 33 	
 53 	 100 	 33 	
 53 	 101 	 33 	
 53 	 102 	 33 	
 53 	 103 	 33 	
 53 	 104 	 34 	
 53 	 105 	 34 	
 53 	 106 	 34 	
 53 	 107 	 34 	
 53 	 108 	 34 	
 53 	 109 	 34 	
 53 	 110 	 34 	
 53 	 111 	 34 	
 53 	 112 	 34 	
 53 	 113 	 34 	
 53 	 114 	 34 	
 53 	 115 	 34 	
 53 	 116 	 34 	
 53 	 117 	 34 	
 53 	 118 	 34 	
 53 	 119 	 34 	
 53 	 120 	 34 	
 53 	 121 	 34 	
 54 	 1 	 4 	
 54 	 2 	 7 	
 54 	 3 	 7 	
 54 	 4 	 13 	
 54 	 5 	 17 	
 54 	 6 	 17 	
 54 	 7 	 18 	
 54 	 8 	 18 	
 54 	 9 	 18 	
 54 	 10 	 19 	
 54 	 11 	 19 	
 54 	 12 	 20 	
 54 	 13 	 20 	
 54 	 14 	 20 	
 54 	 15 	 21 	
 54 	 16 	 21 	
 54 	 17 	 22 	
 54 	 18 	 22 	
 54 	 19 	 22 	
 54 	 20 	 22 	
 54 	 21 	 24 	
 54 	 22 	 24 	
 54 	 23 	 24 	
 54 	 24 	 24 	
 54 	 25 	 25 	
 54 	 26 	 25 	
 54 	 27 	 26 	
 54 	 28 	 26 	
 54 	 29 	 26 	
 54 	 30 	 27 	
 54 	 31 	 28 	
 54 	 32 	 28 	
 54 	 33 	 28 	
 54 	 34 	 29 	
 54 	 35 	 29 	
 54 	 36 	 29 	
 54 	 37 	 29 	
 54 	 38 	 29 	
 54 	 39 	 29 	
 54 	 40 	 29 	
 54 	 41 	 29 	
 54 	 42 	 30 	
 54 	 43 	 30 	
 54 	 44 	 30 	
 54 	 45 	 30 	
 54 	 46 	 30 	
 54 	 47 	 30 	
 54 	 48 	 30 	
 54 	 49 	 30 	
 54 	 50 	 30 	
 54 	 51 	 30 	
 54 	 52 	 30 	
 54 	 53 	 30 	
 54 	 54 	 30 	
 54 	 55 	 30 	
 54 	 56 	 30 	
 54 	 57 	 30 	
 54 	 58 	 30 	
 54 	 59 	 30 	
 54 	 60 	 30 	
 54 	 61 	 30 	
 54 	 62 	 30 	
 54 	 63 	 30 	
 54 	 64 	 31 	
 54 	 65 	 31 	
 54 	 66 	 31 	
 54 	 67 	 31 	
 54 	 68 	 32 	
 54 	 69 	 32 	
 54 	 70 	 32 	
 54 	 71 	 32 	
 54 	 72 	 32 	
 54 	 73 	 32 	
 54 	 74 	 32 	
 54 	 75 	 32 	
 54 	 76 	 32 	
 54 	 77 	 32 	
 54 	 78 	 32 	
 54 	 79 	 32 	
 54 	 80 	 32 	
 54 	 81 	 32 	
 54 	 82 	 32 	
 54 	 83 	 32 	
 54 	 84 	 33 	
 54 	 85 	 33 	
 54 	 86 	 33 	
 54 	 87 	 33 	
 54 	 88 	 33 	
 54 	 89 	 33 	
 54 	 90 	 33 	
 54 	 91 	 33 	
 54 	 92 	 33 	
 54 	 93 	 33 	
 54 	 94 	 33 	
 54 	 95 	 33 	
 54 	 96 	 34 	
 54 	 97 	 34 	
 54 	 98 	 34 	
 54 	 99 	 34 	
 54 	 100 	 34 	
 54 	 101 	 34 	
 54 	 102 	 34 	
 54 	 103 	 34 	
 54 	 104 	 34 	
 54 	 105 	 34 	
 54 	 106 	 34 	
 54 	 107 	 34 	
 54 	 108 	 34 	
 54 	 109 	 34 	
 54 	 110 	 34 	
 54 	 111 	 34 	
 54 	 112 	 34 	
 54 	 113 	 34 	
 54 	 114 	 34 	
 54 	 115 	 34 	
 54 	 116 	 34 	
 54 	 117 	 34 	
 54 	 118 	 34 	
 54 	 119 	 34 	
 54 	 120 	 34 	
 54 	 121 	 34 	
 55 	 1 	 5 	
 55 	 2 	 7 	
 55 	 3 	 9 	
 55 	 4 	 11 	
 55 	 5 	 11 	
 55 	 6 	 12 	
 55 	 7 	 13 	
 55 	 8 	 16 	
 55 	 9 	 16 	
 55 	 10 	 17 	
 55 	 11 	 18 	
 55 	 12 	 19 	
 55 	 13 	 19 	
 55 	 14 	 20 	
 55 	 15 	 21 	
 55 	 16 	 22 	
 55 	 17 	 23 	
 55 	 18 	 24 	
 55 	 19 	 27 	
 55 	 20 	 27 	
 55 	 21 	 27 	
 55 	 22 	 27 	
 55 	 23 	 27 	
 55 	 24 	 28 	
 55 	 25 	 28 	
 55 	 26 	 28 	
 55 	 27 	 28 	
 55 	 28 	 29 	
 55 	 29 	 29 	
 55 	 30 	 29 	
 55 	 31 	 29 	
 55 	 32 	 29 	
 55 	 33 	 29 	
 55 	 34 	 29 	
 55 	 35 	 29 	
 55 	 36 	 30 	
 55 	 37 	 30 	
 55 	 38 	 31 	
 55 	 39 	 31 	
 55 	 40 	 31 	
 55 	 41 	 31 	
 55 	 42 	 31 	
 55 	 43 	 31 	
 55 	 44 	 31 	
 55 	 45 	 32 	
 55 	 46 	 32 	
 55 	 47 	 32 	
 55 	 48 	 32 	
 55 	 49 	 32 	
 55 	 50 	 32 	
 55 	 51 	 32 	
 55 	 52 	 32 	
 55 	 53 	 32 	
 55 	 54 	 32 	
 55 	 55 	 32 	
 55 	 56 	 32 	
 55 	 57 	 32 	
 55 	 58 	 32 	
 55 	 59 	 32 	
 55 	 60 	 32 	
 55 	 61 	 32 	
 55 	 62 	 32 	
 55 	 63 	 32 	
 55 	 64 	 32 	
 55 	 65 	 32 	
 55 	 66 	 32 	
 55 	 67 	 32 	
 55 	 68 	 32 	
 55 	 69 	 32 	
 55 	 70 	 32 	
 55 	 71 	 32 	
 55 	 72 	 32 	
 55 	 73 	 32 	
 55 	 74 	 32 	
 55 	 75 	 32 	
 55 	 76 	 32 	
 55 	 77 	 32 	
 55 	 78 	 32 	
 55 	 79 	 32 	
 55 	 80 	 32 	
 55 	 81 	 33 	
 55 	 82 	 33 	
 55 	 83 	 33 	
 55 	 84 	 33 	
 55 	 85 	 33 	
 55 	 86 	 33 	
 55 	 87 	 33 	
 55 	 88 	 33 	
 55 	 89 	 33 	
 55 	 90 	 33 	
 55 	 91 	 33 	
 55 	 92 	 33 	
 55 	 93 	 33 	
 55 	 94 	 33 	
 55 	 95 	 33 	
 55 	 96 	 33 	
 55 	 97 	 33 	
 55 	 98 	 33 	
 55 	 99 	 33 	
 55 	 100 	 33 	
 55 	 101 	 33 	
 55 	 102 	 33 	
 55 	 103 	 33 	
 55 	 104 	 33 	
 55 	 105 	 33 	
 55 	 106 	 33 	
 55 	 107 	 33 	
 55 	 108 	 33 	
 55 	 109 	 34 	
 55 	 110 	 34 	
 55 	 111 	 34 	
 55 	 112 	 34 	
 55 	 113 	 34 	
 55 	 114 	 34 	
 55 	 115 	 34 	
 55 	 116 	 34 	
 55 	 117 	 34 	
 55 	 118 	 34 	
 55 	 119 	 34 	
 55 	 120 	 34 	
 55 	 121 	 34 	
 56 	 1 	 5 	
 56 	 2 	 8 	
 56 	 3 	 10 	
 56 	 4 	 11 	
 56 	 5 	 13 	
 56 	 6 	 16 	
 56 	 7 	 16 	
 56 	 8 	 18 	
 56 	 9 	 18 	
 56 	 10 	 19 	
 56 	 11 	 19 	
 56 	 12 	 19 	
 56 	 13 	 20 	
 56 	 14 	 20 	
 56 	 15 	 20 	
 56 	 16 	 20 	
 56 	 17 	 20 	
 56 	 18 	 21 	
 56 	 19 	 23 	
 56 	 20 	 23 	
 56 	 21 	 23 	
 56 	 22 	 24 	
 56 	 23 	 25 	
 56 	 24 	 25 	
 56 	 25 	 25 	
 56 	 26 	 25 	
 56 	 27 	 25 	
 56 	 28 	 25 	
 56 	 29 	 25 	
 56 	 30 	 25 	
 56 	 31 	 26 	
 56 	 32 	 27 	
 56 	 33 	 27 	
 56 	 34 	 28 	
 56 	 35 	 28 	
 56 	 36 	 28 	
 56 	 37 	 28 	
 56 	 38 	 29 	
 56 	 39 	 29 	
 56 	 40 	 29 	
 56 	 41 	 30 	
 56 	 42 	 30 	
 56 	 43 	 30 	
 56 	 44 	 30 	
 56 	 45 	 31 	
 56 	 46 	 31 	
 56 	 47 	 31 	
 56 	 48 	 31 	
 56 	 49 	 31 	
 56 	 50 	 31 	
 56 	 51 	 31 	
 56 	 52 	 31 	
 56 	 53 	 31 	
 56 	 54 	 31 	
 56 	 55 	 31 	
 56 	 56 	 32 	
 56 	 57 	 32 	
 56 	 58 	 32 	
 56 	 59 	 32 	
 56 	 60 	 33 	
 56 	 61 	 33 	
 56 	 62 	 33 	
 56 	 63 	 33 	
 56 	 64 	 33 	
 56 	 65 	 33 	
 56 	 66 	 33 	
 56 	 67 	 33 	
 56 	 68 	 33 	
 56 	 69 	 33 	
 56 	 70 	 33 	
 56 	 71 	 33 	
 56 	 72 	 33 	
 56 	 73 	 33 	
 56 	 74 	 33 	
 56 	 75 	 33 	
 56 	 76 	 33 	
 56 	 77 	 33 	
 56 	 78 	 33 	
 56 	 79 	 33 	
 56 	 80 	 33 	
 56 	 81 	 33 	
 56 	 82 	 33 	
 56 	 83 	 34 	
 56 	 84 	 34 	
 56 	 85 	 34 	
 56 	 86 	 34 	
 56 	 87 	 34 	
 56 	 88 	 34 	
 56 	 89 	 34 	
 56 	 90 	 34 	
 56 	 91 	 34 	
 56 	 92 	 34 	
 56 	 93 	 34 	
 56 	 94 	 34 	
 56 	 95 	 34 	
 56 	 96 	 34 	
 56 	 97 	 34 	
 56 	 98 	 34 	
 56 	 99 	 34 	
 56 	 100 	 34 	
 56 	 101 	 34 	
 56 	 102 	 34 	
 56 	 103 	 34 	
 56 	 104 	 34 	
 56 	 105 	 34 	
 56 	 106 	 34 	
 56 	 107 	 34 	
 56 	 108 	 34 	
 56 	 109 	 34 	
 56 	 110 	 34 	
 56 	 111 	 34 	
 56 	 112 	 34 	
 56 	 113 	 34 	
 56 	 114 	 34 	
 56 	 115 	 34 	
 56 	 116 	 34 	
 56 	 117 	 34 	
 56 	 118 	 34 	
 56 	 119 	 34 	
 56 	 120 	 34 	
 56 	 121 	 34 	
 57 	 1 	 3 	
 57 	 2 	 3 	
 57 	 3 	 5 	
 57 	 4 	 8 	
 57 	 5 	 10 	
 57 	 6 	 13 	
 57 	 7 	 14 	
 57 	 8 	 16 	
 57 	 9 	 16 	
 57 	 10 	 17 	
 57 	 11 	 17 	
 57 	 12 	 17 	
 57 	 13 	 18 	
 57 	 14 	 19 	
 57 	 15 	 20 	
 57 	 16 	 20 	
 57 	 17 	 21 	
 57 	 18 	 22 	
 57 	 19 	 22 	
 57 	 20 	 22 	
 57 	 21 	 25 	
 57 	 22 	 25 	
 57 	 23 	 26 	
 57 	 24 	 27 	
 57 	 25 	 28 	
 57 	 26 	 28 	
 57 	 27 	 28 	
 57 	 28 	 29 	
 57 	 29 	 29 	
 57 	 30 	 29 	
 57 	 31 	 29 	
 57 	 32 	 29 	
 57 	 33 	 29 	
 57 	 34 	 29 	
 57 	 35 	 30 	
 57 	 36 	 30 	
 57 	 37 	 30 	
 57 	 38 	 30 	
 57 	 39 	 30 	
 57 	 40 	 30 	
 57 	 41 	 30 	
 57 	 42 	 30 	
 57 	 43 	 30 	
 57 	 44 	 30 	
 57 	 45 	 30 	
 57 	 46 	 30 	
 57 	 47 	 30 	
 57 	 48 	 30 	
 57 	 49 	 30 	
 57 	 50 	 30 	
 57 	 51 	 30 	
 57 	 52 	 30 	
 57 	 53 	 30 	
 57 	 54 	 30 	
 57 	 55 	 30 	
 57 	 56 	 30 	
 57 	 57 	 30 	
 57 	 58 	 31 	
 57 	 59 	 31 	
 57 	 60 	 31 	
 57 	 61 	 31 	
 57 	 62 	 32 	
 57 	 63 	 32 	
 57 	 64 	 32 	
 57 	 65 	 32 	
 57 	 66 	 32 	
 57 	 67 	 32 	
 57 	 68 	 32 	
 57 	 69 	 32 	
 57 	 70 	 33 	
 57 	 71 	 33 	
 57 	 72 	 33 	
 57 	 73 	 33 	
 57 	 74 	 33 	
 57 	 75 	 33 	
 57 	 76 	 33 	
 57 	 77 	 33 	
 57 	 78 	 33 	
 57 	 79 	 33 	
 57 	 80 	 33 	
 57 	 81 	 33 	
 57 	 82 	 33 	
 57 	 83 	 33 	
 57 	 84 	 33 	
 57 	 85 	 33 	
 57 	 86 	 33 	
 57 	 87 	 33 	
 57 	 88 	 34 	
 57 	 89 	 34 	
 57 	 90 	 34 	
 57 	 91 	 34 	
 57 	 92 	 34 	
 57 	 93 	 34 	
 57 	 94 	 34 	
 57 	 95 	 34 	
 57 	 96 	 34 	
 57 	 97 	 34 	
 57 	 98 	 34 	
 57 	 99 	 34 	
 57 	 100 	 34 	
 57 	 101 	 34 	
 57 	 102 	 34 	
 57 	 103 	 34 	
 57 	 104 	 34 	
 57 	 105 	 34 	
 57 	 106 	 34 	
 57 	 107 	 34 	
 57 	 108 	 34 	
 57 	 109 	 34 	
 57 	 110 	 34 	
 57 	 111 	 34 	
 57 	 112 	 34 	
 57 	 113 	 34 	
 57 	 114 	 34 	
 57 	 115 	 34 	
 57 	 116 	 34 	
 57 	 117 	 34 	
 57 	 118 	 34 	
 57 	 119 	 34 	
 57 	 120 	 34 	
 57 	 121 	 34 	
 58 	 1 	 2 	
 58 	 2 	 3 	
 58 	 3 	 5 	
 58 	 4 	 5 	
 58 	 5 	 7 	
 58 	 6 	 7 	
 58 	 7 	 7 	
 58 	 8 	 8 	
 58 	 9 	 9 	
 58 	 10 	 10 	
 58 	 11 	 10 	
 58 	 12 	 13 	
 58 	 13 	 13 	
 58 	 14 	 15 	
 58 	 15 	 16 	
 58 	 16 	 18 	
 58 	 17 	 19 	
 58 	 18 	 19 	
 58 	 19 	 21 	
 58 	 20 	 21 	
 58 	 21 	 21 	
 58 	 22 	 22 	
 58 	 23 	 23 	
 58 	 24 	 24 	
 58 	 25 	 24 	
 58 	 26 	 25 	
 58 	 27 	 25 	
 58 	 28 	 25 	
 58 	 29 	 25 	
 58 	 30 	 25 	
 58 	 31 	 25 	
 58 	 32 	 25 	
 58 	 33 	 25 	
 58 	 34 	 25 	
 58 	 35 	 25 	
 58 	 36 	 25 	
 58 	 37 	 25 	
 58 	 38 	 25 	
 58 	 39 	 27 	
 58 	 40 	 27 	
 58 	 41 	 28 	
 58 	 42 	 28 	
 58 	 43 	 28 	
 58 	 44 	 28 	
 58 	 45 	 28 	
 58 	 46 	 28 	
 58 	 47 	 28 	
 58 	 48 	 28 	
 58 	 49 	 29 	
 58 	 50 	 29 	
 58 	 51 	 29 	
 58 	 52 	 30 	
 58 	 53 	 30 	
 58 	 54 	 30 	
 58 	 55 	 30 	
 58 	 56 	 30 	
 58 	 57 	 30 	
 58 	 58 	 30 	
 58 	 59 	 30 	
 58 	 60 	 30 	
 58 	 61 	 30 	
 58 	 62 	 31 	
 58 	 63 	 31 	
 58 	 64 	 32 	
 58 	 65 	 32 	
 58 	 66 	 32 	
 58 	 67 	 33 	
 58 	 68 	 33 	
 58 	 69 	 33 	
 58 	 70 	 33 	
 58 	 71 	 34 	
 58 	 72 	 34 	
 58 	 73 	 34 	
 58 	 74 	 34 	
 58 	 75 	 34 	
 58 	 76 	 34 	
 58 	 77 	 34 	
 58 	 78 	 34 	
 58 	 79 	 34 	
 58 	 80 	 34 	
 58 	 81 	 34 	
 58 	 82 	 34 	
 58 	 83 	 34 	
 58 	 84 	 34 	
 58 	 85 	 34 	
 58 	 86 	 34 	
 58 	 87 	 34 	
 58 	 88 	 34 	
 58 	 89 	 34 	
 58 	 90 	 34 	
 58 	 91 	 34 	
 58 	 92 	 34 	
 58 	 93 	 34 	
 58 	 94 	 34 	
 58 	 95 	 34 	
 58 	 96 	 34 	
 58 	 97 	 34 	
 58 	 98 	 34 	
 58 	 99 	 34 	
 58 	 100 	 34 	
 58 	 101 	 34 	
 58 	 102 	 34 	
 58 	 103 	 34 	
 58 	 104 	 34 	
 58 	 105 	 34 	
 58 	 106 	 34 	
 58 	 107 	 34 	
 58 	 108 	 34 	
 58 	 109 	 34 	
 58 	 110 	 34 	
 58 	 111 	 34 	
 58 	 112 	 34 	
 58 	 113 	 34 	
 58 	 114 	 34 	
 58 	 115 	 34 	
 58 	 116 	 34 	
 58 	 117 	 34 	
 58 	 118 	 34 	
 58 	 119 	 34 	
 58 	 120 	 34 	
 58 	 121 	 34 	
 59 	 1 	 4 	
 59 	 2 	 6 	
 59 	 3 	 7 	
 59 	 4 	 10 	
 59 	 5 	 10 	
 59 	 6 	 11 	
 59 	 7 	 11 	
 59 	 8 	 16 	
 59 	 9 	 17 	
 59 	 10 	 18 	
 59 	 11 	 19 	
 59 	 12 	 20 	
 59 	 13 	 20 	
 59 	 14 	 20 	
 59 	 15 	 22 	
 59 	 16 	 22 	
 59 	 17 	 22 	
 59 	 18 	 24 	
 59 	 19 	 25 	
 59 	 20 	 26 	
 59 	 21 	 26 	
 59 	 22 	 26 	
 59 	 23 	 26 	
 59 	 24 	 26 	
 59 	 25 	 26 	
 59 	 26 	 26 	
 59 	 27 	 26 	
 59 	 28 	 26 	
 59 	 29 	 26 	
 59 	 30 	 26 	
 59 	 31 	 26 	
 59 	 32 	 26 	
 59 	 33 	 26 	
 59 	 34 	 27 	
 59 	 35 	 27 	
 59 	 36 	 27 	
 59 	 37 	 27 	
 59 	 38 	 27 	
 59 	 39 	 27 	
 59 	 40 	 27 	
 59 	 41 	 27 	
 59 	 42 	 27 	
 59 	 43 	 27 	
 59 	 44 	 28 	
 59 	 45 	 28 	
 59 	 46 	 28 	
 59 	 47 	 28 	
 59 	 48 	 28 	
 59 	 49 	 28 	
 59 	 50 	 28 	
 59 	 51 	 28 	
 59 	 52 	 28 	
 59 	 53 	 28 	
 59 	 54 	 28 	
 59 	 55 	 28 	
 59 	 56 	 28 	
 59 	 57 	 28 	
 59 	 58 	 28 	
 59 	 59 	 28 	
 59 	 60 	 28 	
 59 	 61 	 29 	
 59 	 62 	 29 	
 59 	 63 	 29 	
 59 	 64 	 29 	
 59 	 65 	 29 	
 59 	 66 	 29 	
 59 	 67 	 29 	
 59 	 68 	 30 	
 59 	 69 	 30 	
 59 	 70 	 30 	
 59 	 71 	 30 	
 59 	 72 	 30 	
 59 	 73 	 30 	
 59 	 74 	 31 	
 59 	 75 	 31 	
 59 	 76 	 31 	
 59 	 77 	 31 	
 59 	 78 	 31 	
 59 	 79 	 31 	
 59 	 80 	 31 	
 59 	 81 	 31 	
 59 	 82 	 32 	
 59 	 83 	 32 	
 59 	 84 	 32 	
 59 	 85 	 32 	
 59 	 86 	 32 	
 59 	 87 	 32 	
 59 	 88 	 32 	
 59 	 89 	 32 	
 59 	 90 	 32 	
 59 	 91 	 32 	
 59 	 92 	 33 	
 59 	 93 	 33 	
 59 	 94 	 33 	
 59 	 95 	 33 	
 59 	 96 	 33 	
 59 	 97 	 33 	
 59 	 98 	 33 	
 59 	 99 	 33 	
 59 	 100 	 33 	
 59 	 101 	 33 	
 59 	 102 	 33 	
 59 	 103 	 33 	
 59 	 104 	 33 	
 59 	 105 	 33 	
 59 	 106 	 34 	
 59 	 107 	 34 	
 59 	 108 	 34 	
 59 	 109 	 34 	
 59 	 110 	 34 	
 59 	 111 	 34 	
 59 	 112 	 34 	
 59 	 113 	 34 	
 59 	 114 	 34 	
 59 	 115 	 34 	
 59 	 116 	 34 	
 59 	 117 	 34 	
 59 	 118 	 34 	
 59 	 119 	 34 	
 59 	 120 	 34 	
 59 	 121 	 34 	
 60 	 1 	 9 	
 60 	 2 	 11 	
 60 	 3 	 12 	
 60 	 4 	 15 	
 60 	 5 	 17 	
 60 	 6 	 18 	
 60 	 7 	 18 	
 60 	 8 	 18 	
 60 	 9 	 19 	
 60 	 10 	 20 	
 60 	 11 	 20 	
 60 	 12 	 20 	
 60 	 13 	 20 	
 60 	 14 	 20 	
 60 	 15 	 20 	
 60 	 16 	 20 	
 60 	 17 	 20 	
 60 	 18 	 20 	
 60 	 19 	 20 	
 60 	 20 	 21 	
 60 	 21 	 21 	
 60 	 22 	 21 	
 60 	 23 	 21 	
 60 	 24 	 21 	
 60 	 25 	 21 	
 60 	 26 	 21 	
 60 	 27 	 21 	
 60 	 28 	 21 	
 60 	 29 	 22 	
 60 	 30 	 22 	
 60 	 31 	 22 	
 60 	 32 	 22 	
 60 	 33 	 23 	
 60 	 34 	 23 	
 60 	 35 	 23 	
 60 	 36 	 23 	
 60 	 37 	 24 	
 60 	 38 	 24 	
 60 	 39 	 24 	
 60 	 40 	 24 	
 60 	 41 	 24 	
 60 	 42 	 25 	
 60 	 43 	 25 	
 60 	 44 	 26 	
 60 	 45 	 27 	
 60 	 46 	 27 	
 60 	 47 	 27 	
 60 	 48 	 28 	
 60 	 49 	 28 	
 60 	 50 	 28 	
 60 	 51 	 29 	
 60 	 52 	 29 	
 60 	 53 	 29 	
 60 	 54 	 29 	
 60 	 55 	 29 	
 60 	 56 	 30 	
 60 	 57 	 30 	
 60 	 58 	 30 	
 60 	 59 	 31 	
 60 	 60 	 31 	
 60 	 61 	 31 	
 60 	 62 	 31 	
 60 	 63 	 31 	
 60 	 64 	 31 	
 60 	 65 	 31 	
 60 	 66 	 31 	
 60 	 67 	 31 	
 60 	 68 	 31 	
 60 	 69 	 31 	
 60 	 70 	 31 	
 60 	 71 	 31 	
 60 	 72 	 31 	
 60 	 73 	 31 	
 60 	 74 	 31 	
 60 	 75 	 31 	
 60 	 76 	 31 	
 60 	 77 	 32 	
 60 	 78 	 32 	
 60 	 79 	 32 	
 60 	 80 	 32 	
 60 	 81 	 32 	
 60 	 82 	 32 	
 60 	 83 	 32 	
 60 	 84 	 32 	
 60 	 85 	 32 	
 60 	 86 	 32 	
 60 	 87 	 32 	
 60 	 88 	 32 	
 60 	 89 	 32 	
 60 	 90 	 32 	
 60 	 91 	 32 	
 60 	 92 	 32 	
 60 	 93 	 32 	
 60 	 94 	 32 	
 60 	 95 	 32 	
 60 	 96 	 32 	
 60 	 97 	 32 	
 60 	 98 	 32 	
 60 	 99 	 32 	
 60 	 100 	 32 	
 60 	 101 	 33 	
 60 	 102 	 33 	
 60 	 103 	 33 	
 60 	 104 	 33 	
 60 	 105 	 33 	
 60 	 106 	 33 	
 60 	 107 	 33 	
 60 	 108 	 34 	
 60 	 109 	 34 	
 60 	 110 	 34 	
 60 	 111 	 34 	
 60 	 112 	 34 	
 60 	 113 	 34 	
